chrom,start,end,kmeans_label
chr11,77981785,77982185,0
chr11,77984778,77985178,1
chr11,78031961,78032361,2
chr11,78037750,78038150,1
chr11,78080233,78080633,1
chr11,78094490,78094890,2
chr11,78115302,78115702,2
chr11,78123756,78124156,2
chr11,78137612,78138012,0
chr11,78159091,78159491,1
chr11,78165454,78165854,2
chr11,78171528,78171928,1
chr11,78177822,78178222,2
chr11,78183406,78183806,2
chr11,78189110,78189510,1
chr11,78194565,78194965,2
chr11,78245697,78246097,2
chr11,78246656,78247056,1
chr11,78247767,78248167,0
chr11,78261357,78261757,1
chr11,78262502,78262902,1
chr11,78301364,78301764,2
chr11,78322824,78323224,2
chr11,78328191,78328591,2
chr11,78343265,78343665,1
chr11,78347387,78347787,2
chr11,78358571,78358971,1
chr11,78360092,78360878,1
chr11,78370359,78370759,0
chr11,78397395,78397795,2
chr11,78400879,78401279,0
chr11,78421947,78422347,2
chr11,78427501,78427901,2
chr11,78435918,78436318,1
chr11,78447238,78447638,3
chr11,78448008,78448408,2
chr11,78453880,78454280,1
chr11,78455293,78455693,1
chr11,78462985,78463385,2
chr11,78465766,78466166,0
chr11,78488151,78488551,1
chr11,78490750,78491150,1
chr11,78497626,78498026,1
chr11,78512049,78512449,0
chr11,78513421,78513821,4
chr11,78515843,78516243,2
chr11,78518896,78519296,4
chr11,78536119,78536519,2
chr11,78550636,78551036,2
chr11,78662583,78662983,0
chr11,78663939,78664339,3
chr11,78668653,78669053,0
chr11,78697392,78697792,0
chr11,78751480,78751880,2
chr11,78807705,78808105,2
chr11,78820967,78821367,4
chr11,78826360,78826760,2
chr11,78829435,78829835,2
chr11,78837981,78838381,1
chr11,78851470,78851870,4
chr11,78856228,78856628,0
chr11,78857565,78857965,0
chr11,78883327,78883727,3
chr11,78896766,78897166,1
chr11,79002740,79003140,2
chr11,79015733,79016133,0
chr11,79020631,79021031,1
chr11,79030924,79031324,1
chr11,79061876,79062276,3
chr11,79083095,79083495,3
chr11,79087596,79087996,0
chr11,79093459,79093859,0
chr11,79095756,79096156,3
chr11,79096289,79096689,2
chr11,79128154,79128554,0
chr11,79131776,79132176,2
chr11,79138674,79139074,0
chr11,79146282,79146682,1
chr11,79213942,79214342,1
chr11,79224526,79224926,1
chr11,79251973,79252373,0
chr11,79254220,79254620,2
chr11,79278687,79279087,3
chr11,79289222,79289622,0
chr11,79319040,79319440,3
chr11,79324258,79324658,0
chr11,79327010,79327410,0
chr11,79339374,79339774,1
chr11,79364947,79365347,3
chr11,79425683,79426083,2
chr11,79426578,79426978,0
chr11,79427584,79427984,2
chr11,79483907,79484307,1
chr11,79584197,79584597,2
chr11,79590960,79591360,1
chr11,79624944,79625344,1
chr11,79634517,79634917,2
chr11,79636060,79636460,2
chr11,79637999,79638399,2
chr11,79642129,79642529,0
chr11,79644003,79644403,2
chr11,79644900,79645300,0
chr11,79646420,79646820,0
chr11,79650221,79650621,0
chr11,79653130,79653530,0
chr11,79654478,79654878,2
chr11,79656440,79656840,0
chr11,79660321,79660721,2
chr11,79671668,79672068,2
chr11,79673549,79673949,0
chr11,79686665,79687065,4
chr11,79695051,79695451,3
chr11,79702233,79702633,4
chr11,79704351,79704751,0
chr11,79710777,79711177,1
chr11,79715647,79716047,4
chr11,79722983,79723383,0
chr11,79723845,79724245,0
chr11,79731449,79731849,2
chr11,79737182,79737582,0
chr11,79739157,79739557,2
chr11,79749979,79750379,0
chr11,79752435,79752835,0
chr11,79776633,79777033,0
chr11,79778270,79778670,2
chr11,79779773,79780173,2
chr11,79793334,79793734,2
chr11,79803948,79804348,0
chr11,79915738,79916138,0
chr11,79919980,79920380,1
chr11,79928738,79929138,0
chr11,79962136,79962536,2
chr11,79974126,79974526,2
chr11,79976902,79977302,0
chr11,79979742,79980142,0
chr11,79986864,79987264,0
chr11,79991577,79991977,0
chr11,79992775,79993175,2
chr11,80014365,80014765,2
chr11,80042888,80043288,1
chr11,80056159,80056559,0
chr11,80080802,80081202,2
chr11,80086829,80087229,2
chr11,80089279,80089679,1
chr11,80098713,80099113,0
chr11,80131986,80132386,0
chr11,80136195,80136595,2
chr11,80137642,80138042,0
chr11,80141913,80142313,2
chr11,80142877,80143277,2
chr11,80153850,80154250,2
chr11,80160982,80161382,2
chr11,80168645,80169045,3
chr11,80174425,80174825,2
chr11,80175814,80176214,2
chr11,80177466,80177866,0
chr11,80180974,80181374,1
chr11,80183643,80184043,2
chr11,80185535,80185935,3
chr11,80208816,80209216,1
chr11,80287114,80287514,1
chr11,80302225,80302625,1
chr11,80377744,80378144,1
chr11,80383036,80383436,2
chr11,80384219,80384619,0
chr11,80407428,80407828,2
chr11,80426452,80426852,0
chr11,80428366,80428766,2
chr11,80475899,80476299,1
chr11,80476644,80477044,1
chr11,80479952,80480352,1
chr11,80484214,80484614,2
chr11,80518504,80518904,1
chr11,80601900,80602300,1
chr11,80779917,80780317,1
chr11,80818110,80818510,2
chr11,80873065,80873465,2
chr11,80889279,80889679,2
chr11,81041681,81042081,3
chr11,81134178,81134578,3
chr11,81152377,81152777,1
chr11,81158702,81159102,0
chr11,81171403,81171803,3
chr11,81280176,81280576,3
chr11,81331020,81331420,0
chr11,81440772,81441172,3
chr11,81504773,81505173,2
chr11,81560285,81560685,3
chr11,81579703,81580103,3
chr11,81613044,81613444,2
chr11,81613898,81614298,0
chr11,81620566,81620966,2
chr11,81832410,81832810,0
chr11,82011818,82012218,3
chr11,82035323,82035723,0
chr11,82251223,82251623,3
chr11,82387469,82387869,4
chr11,82471074,82471474,2
chr11,82596863,82597263,2
chr11,82600084,82600484,1
chr11,82613665,82614065,2
chr11,82662039,82662439,1
chr11,82690487,82690887,2
chr11,82752380,82752780,3
chr11,82764080,82764480,0
chr11,82780977,82781377,2
chr11,82827516,82827916,1
chr11,82857366,82857766,0
chr11,82866791,82867191,0
chr11,82870969,82871369,1
chr11,82883162,82883562,2
chr11,82890407,82890807,2
chr11,82908231,82908631,2
chr11,82914914,82915314,0
chr11,82951856,82952256,2
chr11,83239793,83240193,2
chr11,83271483,83271883,0
chr11,83291442,83291842,2
chr11,83298780,83299180,2
chr11,83302516,83302916,1
chr11,83303823,83304223,2
chr11,83349075,83349475,2
chr11,83409593,83409993,1
chr11,83417056,83417456,1
chr11,83421295,83421695,1
chr11,83440287,83440687,1
chr11,83442833,83443233,1
chr11,83444894,83445294,0
chr11,83462824,83463224,2
chr11,83472796,83473196,1
chr11,83495463,83495863,3
chr11,83567308,83567708,3
chr11,83580819,83581219,3
chr11,83582196,83582596,0
chr11,83582807,83583207,0
chr11,83753587,83753987,1
chr11,83776062,83776462,0
chr11,83787495,83787895,2
chr11,83851830,83852230,2
chr11,83891409,83891809,0
chr11,83941911,83942311,2
chr11,83964191,83964591,2
chr11,83967456,83967856,3
chr11,83974567,83974967,0
chr11,83994458,83994858,3
chr11,84001224,84001624,1
chr11,84038296,84038696,0
chr11,84058276,84058676,3
chr11,84059800,84060200,3
chr11,84060657,84061057,0
chr11,84061870,84062270,3
chr11,84062698,84063098,0
chr11,84063546,84063946,0
chr11,84065983,84066383,0
chr11,84067026,84067426,2
chr11,84068203,84068603,1
chr11,84069978,84070378,2
chr11,84072997,84073397,0
chr11,84074181,84074581,2
chr11,84080344,84080744,0
chr11,84082003,84082403,0
chr11,84088884,84089284,0
chr11,84121509,84121909,3
chr11,84129392,84129792,1
chr11,84132170,84132570,3
chr11,84179405,84179805,2
chr11,84270127,84270527,2
chr11,84276851,84277251,3
chr11,84411439,84411839,3
chr11,84429584,84429984,2
chr11,84435174,84435574,3
chr11,84504402,84504802,0
chr11,84513402,84513802,2
chr11,84520212,84520612,1
chr11,84525486,84525886,3
chr11,84635138,84635538,4
chr11,84665156,84665556,3
chr11,84697575,84697975,3
chr11,84729200,84729600,4
chr11,84738183,84738583,1
chr11,84749973,84750373,2
chr11,84794484,84794884,1
chr11,84797891,84798291,2
chr11,84813760,84814160,1
chr11,84817380,84817780,2
chr11,84819375,84819775,0
chr11,84823325,84823725,1
chr11,84828906,84829306,2
chr11,84844932,84845332,0
chr11,84846691,84847091,0
chr11,84870389,84870789,0
chr11,84880105,84880505,2
chr11,84880990,84881390,0
chr11,84883881,84884281,0
chr11,84914609,84915009,1
chr11,84916107,84916507,2
chr11,84918461,84918861,2
chr11,84919205,84919605,0
chr11,85111000,85111400,4
chr11,85138953,85139353,1
chr11,85140024,85140424,2
chr11,85170059,85170459,2
chr11,85182998,85183398,4
chr11,85184070,85184470,4
chr11,85234920,85235320,2
chr11,85240180,85240580,3
chr11,85243119,85243519,0
chr11,85248177,85248577,2
chr11,85261143,85261543,4
chr11,85311018,85311418,2
chr11,85352908,85353308,2
chr11,85361621,85362021,2
chr11,85392483,85392883,2
chr11,85427401,85427801,3
chr11,85461726,85462126,3
chr11,85714448,85714848,0
chr11,85734833,85735233,1
chr11,85766269,85766669,0
chr11,85823247,85823647,1
chr11,85831023,85831423,2
chr11,85832437,85832837,1
chr11,85842333,85842733,0
chr11,85849095,85849495,1
chr11,85888537,85888937,2
chr11,85900381,85900781,4
chr11,86005306,86005706,2
chr11,86051400,86051800,3
chr11,86200983,86201383,2
chr11,86257441,86257841,2
chr11,86264025,86264425,0
chr11,86317037,86317437,1
chr11,86358201,86358601,2
chr11,86436100,86436500,0
chr11,86440762,86441162,4
chr11,86453984,86454384,0
chr11,86484351,86484751,0
chr11,86497888,86498288,1
chr11,86500947,86501347,0
chr11,86501435,86501835,0
chr11,86544672,86545072,0
chr11,86575772,86576172,3
chr11,86577180,86577580,0
chr11,86579195,86579595,0
chr11,86580398,86580798,0
chr11,86586872,86587272,2
chr11,86652467,86652867,0
chr11,86683775,86684175,2
chr11,86695307,86695707,3
chr11,86701200,86701600,3
chr11,86731449,86731849,0
chr11,86737557,86737957,3
chr11,86742719,86743119,2
chr11,86757654,86758054,2
chr11,86779401,86779801,0
chr11,86807490,86807890,2
chr11,86819613,86820013,2
chr11,86834899,86835299,0
chr11,86836382,86836782,0
chr11,86856276,86856676,0
chr11,86873116,86873516,2
chr11,86874910,86875310,4
chr11,86875670,86876070,4
chr11,86894167,86894567,1
chr11,86922349,86922749,2
chr11,86937935,86938335,2
chr11,86969068,86969468,1
chr11,86993633,86994033,2
chr11,86995594,86995994,1
chr11,87073904,87074304,1
chr11,87108936,87109336,0
chr11,87126743,87127143,2
chr11,87353643,87354043,3
chr11,87358880,87359280,2
chr11,87404331,87404731,2
chr11,87416039,87416439,0
chr11,87422827,87423227,0
chr11,87426757,87427157,0
chr11,87443404,87443804,0
chr11,87448738,87449138,0
chr11,87453516,87453916,4
chr11,87462364,87462764,0
chr11,87471480,87471880,0
chr11,87482929,87483329,0
chr11,87490200,87490600,0
chr11,87542245,87542645,3
chr11,87559551,87559951,0
chr11,87590886,87591286,2
chr11,87591783,87592183,0
chr11,87595398,87595798,2
chr11,87623164,87623564,0
chr11,87639232,87639632,4
chr11,87662390,87662790,1
chr11,87677807,87678207,0
chr11,87690364,87690764,0
chr11,87707592,87707992,2
chr11,87737192,87737592,1
chr11,87749377,87749777,2
chr11,87756540,87756940,2
chr11,87763633,87764033,0
chr11,87770956,87771356,2
chr11,87778460,87778860,2
chr11,87817270,87817670,2
chr11,87847644,87848044,2
chr11,87850408,87850808,2
chr11,87853005,87853405,2
chr11,87870164,87870564,1
chr11,87966276,87966676,0
chr11,87967683,87968083,2
chr11,87968704,87969104,2
chr11,87974673,87975073,4
chr11,87987403,87987803,2
chr11,88015780,88016180,0
chr11,88027676,88028076,0
chr11,88031648,88032048,0
chr11,88039063,88039463,0
chr11,88047421,88047821,2
chr11,88048955,88049355,2
chr11,88054304,88054704,2
chr11,88056104,88056504,0
chr11,88059066,88059466,1
chr11,88062234,88062634,3
chr11,88068376,88068776,1
chr11,88086907,88087307,2
chr11,88099706,88100106,1
chr11,88118782,88119182,2
chr11,88122972,88123372,2
chr11,88139242,88139642,0
chr11,88162022,88162422,2
chr11,88170674,88171074,3
chr11,88173620,88174020,0
chr11,88180893,88181293,3
chr11,88193818,88194218,1
chr11,88198271,88198671,0
chr11,88202092,88202492,0
chr11,88204081,88204481,2
chr11,88235526,88235926,2
chr11,88252184,88252584,1
chr11,88293819,88294219,0
chr11,88307764,88308164,0
chr11,88357000,88357400,0
chr11,88367981,88368381,0
chr11,88378951,88379351,3
chr11,88381068,88381468,0
chr11,88402249,88402649,0
chr11,88404313,88404713,2
chr11,88498471,88498871,2
chr11,88504904,88505304,3
chr11,88512579,88512979,0
chr11,88516027,88516427,0
chr11,88525049,88525449,1
chr11,88526028,88526428,0
chr11,88526755,88527155,0
chr11,88527637,88528037,0
chr11,88533619,88534019,0
chr11,88534288,88534688,3
chr11,88543857,88544257,0
chr11,88546993,88547393,0
chr11,88547476,88547876,2
chr11,88550048,88550448,2
chr11,88557166,88557566,2
chr11,88561284,88561684,2
chr11,88567180,88567580,0
chr11,88583211,88583611,0
chr11,88593853,88594253,0
chr11,88599467,88599867,3
chr11,88600975,88601375,3
chr11,88604557,88604957,3
chr11,88605021,88605421,0
chr11,88606020,88606420,0
chr11,88613078,88613478,0
chr11,88614029,88614429,3
chr11,88617519,88617919,0
chr11,88620107,88620507,3
chr11,88621683,88622083,2
chr11,88624623,88625023,3
chr11,88627286,88627686,0
chr11,88629724,88630124,3
chr11,88631074,88631474,0
chr11,88644748,88645148,3
chr11,88658934,88659334,1
chr11,88661740,88662140,0
chr11,88666490,88666890,3
chr11,88669151,88669551,3
chr11,88670838,88671238,0
chr11,88682977,88683377,2
chr11,88689920,88690320,0
chr11,88695112,88695512,0
chr11,88703138,88703538,3
chr11,88708684,88709084,3
chr11,88715075,88715475,3
chr11,88715955,88716355,2
chr11,88718307,88718707,1
chr11,88720270,88720670,2
chr11,88728054,88728454,0
chr11,88739591,88739991,0
chr11,88823013,88823413,1
chr11,88830390,88830790,0
chr11,88831308,88831708,0
chr11,88838458,88838858,1
chr11,88841435,88841835,2
chr11,88842503,88842903,0
chr11,88843371,88843771,3
chr11,88844132,88844532,0
chr11,88848623,88849023,2
chr11,88851502,88851902,0
chr11,88857610,88858010,0
chr11,88864425,88864825,2
chr11,88873013,88873413,3
chr11,88897571,88897971,0
chr11,88905564,88905964,0
chr11,88931712,88932112,0
chr11,88940254,88940654,2
chr11,88941443,88941843,0
chr11,88948611,88949011,0
chr11,88950756,88951156,0
chr11,88955249,88955649,0
chr11,88962599,88962999,0
chr11,88972629,88973029,2
chr11,88973739,88974139,2
chr11,88976263,88976663,1
chr11,88986496,88986896,2
chr11,88993591,88993991,0
chr11,88996407,88996807,0
chr11,88999182,88999582,2
chr11,89000704,89001104,0
chr11,89001512,89001912,0
chr11,89003035,89003435,0
chr11,89004471,89004871,0
chr11,89005471,89005871,4
chr11,89009756,89010156,0
chr11,89020910,89021310,2
chr11,89023414,89023814,3
chr11,89028016,89028416,0
chr11,89031189,89031589,0
chr11,89039370,89039770,3
chr11,89058563,89058963,0
chr11,89060625,89061025,0
chr11,89067869,89068269,0
chr11,89069380,89069780,1
chr11,89074766,89075166,0
chr11,89076260,89076660,2
chr11,89084602,89085002,4
chr11,89100414,89100814,0
chr11,89105838,89106238,0
chr11,89107391,89107791,0
chr11,89108389,89108789,2
chr11,89152527,89152927,2
chr11,89153967,89154367,3
chr11,89186854,89187254,2
chr11,89242131,89242531,0
chr11,89299315,89299715,3
chr11,89303040,89303440,2
chr11,89305361,89305761,3
chr11,89546208,89546608,1
chr11,89574400,89574800,4
chr11,89579132,89579532,3
chr11,89579761,89580161,0
chr11,89611570,89611970,3
chr11,89623969,89624369,2
chr11,89635654,89636054,3
chr11,89656557,89656957,3
chr11,89720834,89721234,1
chr11,89776196,89776596,0
chr11,89818758,89819158,1
chr11,89986244,89986644,0
chr11,89988332,89988732,0
chr11,89995892,89996292,0
chr11,90002665,90003065,0
chr11,90106012,90106412,3
chr11,90122857,90123257,3
chr11,90169943,90170343,1
chr11,90214257,90214657,0
chr11,90249182,90249582,2
chr11,90355271,90355671,4
chr11,90390932,90391332,1
chr11,90417898,90418298,2
chr11,90637950,90638350,2
chr11,90687495,90687895,2
chr11,90697353,90697753,2
chr11,91196896,91197296,2
chr11,91206405,91206805,2
chr11,91357134,91357534,0
chr11,91577062,91577462,2
chr11,92451385,92451785,3
chr11,92458873,92459273,0
chr11,92890027,92890427,1
chr11,93040837,93041237,2
chr11,93098086,93098486,1
chr11,93263482,93263882,0
chr11,93719286,93719686,0
chr11,93812457,93812857,1
chr11,93885595,93885995,2
chr11,93888142,93888542,0
chr11,93889613,93890013,1
chr11,93949396,93949796,0
chr11,93951828,93952228,0
chr11,93955766,93956166,0
chr11,93960821,93961221,0
chr11,93968128,93968528,2
chr11,93969732,93970132,1
chr11,93972854,93973254,2
chr11,93995631,93996031,2
chr11,94043927,94044327,0
chr11,94044940,94045340,0
chr11,94047328,94047728,0
chr11,94076047,94076447,3
chr11,94087015,94087415,2
chr11,94129652,94130052,2
chr11,94133325,94133725,1
chr11,94134377,94134777,1
chr11,94135816,94136216,2
chr11,94138034,94138434,2
chr11,94146697,94147097,0
chr11,94149231,94149631,2
chr11,94150791,94151191,2
chr11,94160327,94160727,2
chr11,94163039,94163439,2
chr11,94169735,94170135,3
chr11,94179739,94180139,0
chr11,94211080,94211480,0
chr11,94225967,94226367,0
chr11,94236035,94236435,2
chr11,94265301,94265701,0
chr11,94276967,94277367,1
chr11,94321831,94322231,2
chr11,94327784,94328184,1
chr11,94370679,94371079,2
chr11,94392711,94393111,1
chr11,94404677,94405077,1
chr11,94473341,94473741,1
chr11,94474227,94474627,0
chr11,94485973,94486373,1
chr11,94491104,94491504,2
chr11,94495343,94495743,2
chr11,94521138,94521538,0
chr11,94543884,94544284,1
chr11,94548947,94549347,1
chr11,94564368,94564768,2
chr11,94580212,94580612,3
chr11,94596445,94596845,0
chr11,94601725,94602125,2
chr11,94604559,94604959,3
chr11,94605151,94605551,4
chr11,94620912,94621312,0
chr11,94629537,94629937,2
chr11,94631993,94632393,3
chr11,94653671,94654071,2
chr11,94656302,94656702,2
chr11,94675444,94675844,4
chr11,94677306,94677706,2
chr11,94679419,94679819,3
chr11,94699371,94699771,1
chr11,94714241,94714641,3
chr11,94730137,94730537,3
chr11,94732762,94733162,2
chr11,94734193,94734593,0
chr11,94735761,94736161,4
chr11,94748669,94749069,0
chr11,94773805,94774205,4
chr11,94785235,94785635,4
chr11,94786122,94786522,2
chr11,94829987,94830387,0
chr11,94832572,94832972,1
chr11,94866570,94866970,2
chr11,94870027,94870427,1
chr11,94881188,94881588,0
chr11,94928799,94929199,1
chr11,94929590,94929990,1
chr11,94937145,94937545,2
chr11,94942255,94942655,2
chr11,94958263,94958663,2
chr11,94978941,94979341,1
chr11,94987582,94987982,1
chr11,94989656,94990056,1
chr11,94990758,94991158,1
chr11,94991778,94992178,4
chr11,94992966,94993366,1
chr11,95009630,95010030,2
chr11,95032938,95033338,2
chr11,95041282,95041682,2
chr11,95056818,95057218,2
chr11,95070158,95070558,3
chr11,95076598,95076998,1
chr11,95079980,95080380,0
chr11,95084770,95085170,1
chr11,95100382,95100782,1
chr11,95105602,95106002,4
chr11,95106880,95107280,2
chr11,95112144,95112544,4
chr11,95116970,95117370,1
chr11,95126534,95126934,1
chr11,95178445,95178845,0
chr11,95210228,95210628,3
chr11,95210708,95211108,2
chr11,95211240,95211640,1
chr11,95213727,95214127,3
chr11,95223467,95223867,2
chr11,95231976,95232376,4
chr11,95259092,95259492,1
chr11,95266657,95267057,0
chr11,95273788,95274188,0
chr11,95295678,95296078,0
chr11,95298147,95298547,0
chr11,95305584,95305984,1
chr11,95307663,95308063,0
chr11,95309524,95309924,0
chr11,95314369,95314769,0
chr11,95336682,95337082,0
chr11,95337806,95338206,1
chr11,95354245,95354645,3
chr11,95366528,95366928,1
chr11,95384337,95384737,2
chr11,95403623,95404023,2
chr11,95414576,95414976,0
chr11,95415840,95416240,0
chr11,95423476,95423876,4
chr11,95432088,95432488,1
chr11,95501782,95502182,3
chr11,95514468,95514868,1
chr11,95515363,95515763,0
chr11,95520701,95521101,1
chr11,95532367,95532767,0
chr11,95533686,95534086,1
chr11,95540000,95540400,0
chr11,95540741,95541141,2
chr11,95542788,95543188,1
chr11,95544931,95545331,2
chr11,95557111,95557511,2
chr11,95563848,95564248,1
chr11,95575843,95576243,0
chr11,95577757,95578157,4
chr11,95580322,95580722,0
chr11,95585099,95585499,2
chr11,95586194,95586594,2
chr11,95621650,95622050,2
chr11,95645493,95645893,1
chr11,95648881,95649281,4
chr11,95666605,95667005,0
chr11,95668078,95668478,2
chr11,95686030,95686430,1
chr11,95702678,95703078,0
chr11,95704219,95704619,0
chr11,95712488,95712888,2
chr11,95713807,95714207,1
chr11,95716080,95716480,2
chr11,95768213,95768613,3
chr11,95768917,95769317,0
chr11,95812274,95812674,0
chr11,95824188,95824588,1
chr11,95827286,95827686,0
chr11,95830692,95831092,1
chr11,95833292,95833692,4
chr11,95854691,95855091,3
chr11,95858612,95859012,0
chr11,95876296,95876696,1
chr11,95884009,95884409,3
chr11,95888073,95888473,0
chr11,95914677,95915077,2
chr11,95926429,95926829,2
chr11,95940011,95940411,0
chr11,95958322,95958722,4
chr11,95959123,95959523,1
chr11,95963357,95963757,0
chr11,95973147,95973547,3
chr11,95980896,95981296,0
chr11,95990915,95991315,2
chr11,95994777,95995177,0
chr11,96007087,96007487,2
chr11,96017875,96018275,2
chr11,96031684,96032084,0
chr11,96033256,96033656,0
chr11,96034668,96035068,2
chr11,96045102,96045502,0
chr11,96049885,96050285,1
chr11,96065221,96065621,2
chr11,96075719,96076119,0
chr11,96093318,96093718,4
chr11,96111768,96112168,0
chr11,96114209,96114609,0
chr11,96116372,96116772,1
chr11,96124488,96124888,0
chr11,96126930,96127330,2
chr11,96127933,96128333,2
chr11,96130000,96130400,4
chr11,96130552,96130952,1
chr11,96133457,96133857,2
chr11,96139527,96139927,0
chr11,96141030,96141430,0
chr11,96145620,96146020,1
chr11,96177448,96177848,2
chr11,96183828,96184228,3
chr11,96190175,96190575,1
chr11,96194145,96194545,1
chr11,96199644,96200044,0
chr11,96200148,96200548,0
chr11,96202757,96203157,1
chr11,96234890,96235290,2
chr11,96240258,96240658,1
chr11,96250897,96251297,2
chr11,96252396,96252796,4
chr11,96260302,96260702,2
chr11,96261526,96261926,2
chr11,96271672,96272072,2
chr11,96278788,96279188,1
chr11,96286812,96287212,2
chr11,96294549,96294949,1
chr11,96299236,96299636,0
chr11,96300495,96300895,1
chr11,96303069,96303469,1
chr11,96318485,96318885,1
chr11,96332902,96333302,1
chr11,96344810,96345210,0
chr11,96353108,96353508,1
chr11,96374805,96375205,2
chr11,96505854,96506254,0
chr11,96622773,96623173,2
chr11,96666909,96667309,0
chr11,96692184,96692584,1
chr11,96693290,96693690,1
chr11,96696888,96697288,1
chr11,96697334,96697734,2
chr11,96713406,96713806,2
chr11,96747542,96747942,3
chr11,96760052,96760452,1
chr11,96777453,96777853,0
chr11,96780263,96780663,2
chr11,96781389,96781789,1
chr11,96784878,96785278,3
chr11,96788970,96789370,0
chr11,96790058,96790458,2
chr11,96796060,96796460,0
chr11,96796604,96797004,0
chr11,96803299,96803699,3
chr11,96806167,96806567,0
chr11,96824018,96824418,2
chr11,96829900,96830300,0
chr11,96837368,96837768,2
chr11,96850119,96850519,4
chr11,96860669,96861069,1
chr11,96861909,96862309,2
chr11,96863625,96864025,0
chr11,96867182,96867582,4
chr11,96910034,96910434,4
chr11,96916371,96916771,0
chr11,96935007,96935407,2
chr11,96943922,96944322,0
chr11,96954699,96955099,3
chr11,96956123,96956523,1
chr11,96963616,96964016,2
chr11,96977642,96978042,0
chr11,96980086,96980486,2
chr11,96982331,96982731,4
chr11,97000751,97001151,3
chr11,97018683,97019083,1
chr11,97021897,97022297,1
chr11,97026058,97026458,1
chr11,97029666,97030066,1
chr11,97041479,97041879,2
chr11,97050503,97050903,1
chr11,97052167,97052567,1
chr11,97066938,97067338,0
chr11,97072588,97072988,3
chr11,97085042,97085442,2
chr11,97086298,97086698,0
chr11,97088069,97088469,2
chr11,97101734,97102134,4
chr11,97114828,97115228,1
chr11,97127094,97127878,2
chr11,97146682,97147082,4
chr11,97150589,97150989,4
chr11,97152162,97152562,1
chr11,97176864,97177264,2
chr11,97188077,97188477,0
chr11,97189646,97190046,1
chr11,97191936,97192336,0
chr11,97196831,97197231,2
chr11,97198668,97199068,1
chr11,97207114,97207514,1
chr11,97270033,97270433,4
chr11,97273566,97273966,2
chr11,97274962,97275362,0
chr11,97279550,97279950,2
chr11,97286910,97287310,0
chr11,97289396,97289796,2
chr11,97302193,97302593,2
chr11,97307244,97307644,0
chr11,97310115,97310515,2
chr11,97314576,97314976,4
chr11,97315553,97315953,2
chr11,97322003,97322403,0
chr11,97336457,97336857,2
chr11,97338323,97338723,1
chr11,97343730,97344130,2
chr11,97354683,97355083,0
chr11,97362003,97362403,1
chr11,97393623,97394023,1
chr11,97400322,97400722,2
chr11,97404322,97404722,2
chr11,97408135,97408535,2
chr11,97412244,97412644,0
chr11,97415356,97415756,1
chr11,97427983,97428383,0
chr11,97431964,97432364,2
chr11,97434935,97435335,0
chr11,97437790,97438190,2
chr11,97439922,97440322,1
chr11,97449920,97450320,2
chr11,97452991,97453391,0
chr11,97468880,97469280,2
chr11,97471303,97471703,2
chr11,97489649,97490049,2
chr11,97502412,97502812,0
chr11,97511326,97511726,2
chr11,97512082,97512482,2
chr11,97531693,97532093,1
chr11,97534762,97535162,4
chr11,97536983,97537383,2
chr11,97567196,97567596,2
chr11,97568699,97569099,1
chr11,97570479,97570879,2
chr11,97575559,97575959,4
chr11,97579173,97579573,1
chr11,97594165,97594565,3
chr11,97598318,97598718,2
chr11,97622412,97622812,4
chr11,97625338,97625738,2
chr11,97626874,97627274,0
chr11,97629584,97629984,1
chr11,97631953,97632353,2
chr11,97635673,97636073,0
chr11,97644869,97645269,2
chr11,97653350,97653750,1
chr11,97656414,97656814,2
chr11,97662149,97662549,0
chr11,97671104,97671504,2
chr11,97674381,97674781,2
chr11,97676204,97676604,2
chr11,97677827,97678227,2
chr11,97681655,97682055,2
chr11,97685425,97685825,1
chr11,97687436,97687836,4
chr11,97696494,97696894,2
chr11,97698716,97699116,1
chr11,97703070,97703470,0
chr11,97732525,97732925,0
chr11,97745028,97745428,1
chr11,97766463,97766863,2
chr11,97775829,97776229,2
chr11,97780044,97780444,1
chr11,97782230,97782630,2
chr11,97793184,97793584,1
chr11,97794278,97794678,4
chr11,97796993,97797393,2
chr11,97799424,97799824,2
chr11,97800871,97801271,0
chr11,97801607,97802007,2
chr11,97803879,97804279,0
chr11,97805974,97806374,0
chr11,97807974,97808374,1
chr11,97808649,97809049,1
chr11,97815757,97816157,2
chr11,97817218,97817618,2
chr11,97826410,97826810,0
chr11,97841014,97841414,2
chr11,97884219,97884619,0
chr11,97915583,97915983,2
chr11,97935861,97936261,4
chr11,97943204,97943604,3
chr11,97947398,97947798,2
chr11,97949624,97950024,3
chr11,97964194,97964594,4
chr11,97972400,97972800,1
chr11,97983426,97983826,1
chr11,97987668,97988068,2
chr11,97994599,97994999,2
chr11,97995738,97996138,0
chr11,98002592,98002992,1
chr11,98004202,98004602,0
chr11,98005054,98005454,0
chr11,98012830,98013230,0
chr11,98022384,98022784,1
chr11,98026688,98027088,2
chr11,98031232,98031632,1
chr11,98035922,98036322,4
chr11,98045590,98045990,4
chr11,98051615,98052015,1
chr11,98053268,98053668,2
chr11,98057919,98058319,0
chr11,98067268,98067668,1
chr11,98072592,98072992,2
chr11,98075351,98075751,4
chr11,98085336,98085736,1
chr11,98150354,98150754,2
chr11,98193180,98193580,2
chr11,98202508,98202908,1
chr11,98203956,98204356,1
chr11,98265066,98265466,3
chr11,98294438,98294838,4
