chrom,start,end,Fresh,Fix,HexFix
chr16,48629801,48630201,27,12,11
chr16,48630343,48630743,16,6,17
chr16,48641168,48641568,17,14,3
chr16,48654804,48655204,29,5,11
chr16,48655922,48656322,26,5,12
chr16,48675606,48676006,47,3,14
chr16,48869676,48870076,40,24,24
chr16,48887944,48888344,54,20,8
chr16,48993835,48994235,365,98,140
chr16,49456575,49456975,22,10,7
chr16,49579951,49580351,43,12,19
chr16,49698920,49699320,310,65,49
chr16,49726235,49726635,39,12,7
chr16,49768515,49768915,43,21,7
chr16,49803914,49804314,99,16,13
chr16,49807508,49807908,25,12,5
chr16,49814494,49814894,55,10,2
chr16,49839626,49840026,57,17,23
chr16,49855487,49855887,224,24,80
chr16,49861530,49861930,58,22,13
chr16,49948541,49948941,128,42,43
chr16,49949093,49949493,14,12,9
chr16,49955749,49956149,20,2,14
chr16,49992782,49993182,79,33,15
chr16,50028687,50029087,28,9,11
chr16,50029726,50030126,25,8,6
chr16,50045921,50046321,64,5,20
chr16,50185019,50185419,75,9,23
chr16,50201493,50201893,37,6,12
chr16,50360646,50361046,17,8,10
chr16,50364291,50364691,64,22,25
chr16,50374562,50374962,20,12,8
chr16,50380950,50381350,57,21,14
chr16,50389011,50389411,28,21,14
chr16,50429284,50429684,33,10,20
chr16,50432151,50432551,215,33,41
chr16,50437302,50437702,98,31,37
chr16,50459180,50459580,36,6,12
chr16,50462230,50462630,34,11,7
chr16,50481895,50482295,63,29,18
chr16,50528691,50529091,117,17,35
chr16,50732586,50732986,147,49,48
chr16,50736741,50737141,102,24,37
chr16,50756684,50757084,20,13,6
chr16,50774718,50775118,34,12,10
chr16,50779485,50779885,57,16,14
chr16,50784252,50784652,28,3,12
chr16,50841687,50842087,47,7,20
chr16,50943512,50943912,100,40,22
chr16,51064433,51064833,36,16,11
chr16,51355787,51356187,23,11,5
chr16,51356382,51356782,23,14,7
chr16,51367728,51368128,50,27,12
chr16,51589969,51590369,45,22,14
chr16,51872719,51873119,41,14,8
chr16,52031290,52031690,302,107,94
chr16,52062178,52062578,28,13,6
chr16,52450621,52451021,25,3,15
chr16,52453001,52453401,290,65,119
chr16,52718303,52718703,52,26,16
chr16,52742165,52742565,104,30,33
chr16,52766836,52767236,52,10,20
chr16,52858673,52859073,45,24,9
chr16,53292094,53292494,19,17,14
chr16,53659337,53659737,30,7,5
chr16,54357644,54358044,45,17,7
chr16,54939545,54939945,36,16,9
chr16,55378691,55379091,88,24,23
chr16,55512800,55513200,34,10,12
chr16,55514300,55514700,19,10,7
chr16,55627600,55628000,29,8,15
chr16,55731019,55731419,15,6,11
chr16,55733746,55734146,22,5,14
chr16,55807522,55807922,24,10,2
chr16,55822012,55822412,253,42,61
chr16,55823794,55824194,84,19,19
chr16,55838782,55839182,55,16,23
chr16,55849016,55849416,20,0,18
chr16,55858485,55858885,52,11,26
chr16,55863394,55863794,15,6,14
chr16,55876042,55876442,27,12,15
chr16,55888521,55888921,137,60,65
chr16,55895190,55895590,210,51,53
chr16,55925064,55925464,16,10,7
chr16,55934385,55934785,275,112,66
chr16,55950904,55951304,75,15,35
chr16,55966165,55966565,117,25,51
chr16,55969113,55969513,44,17,19
chr16,55973541,55973941,322,106,150
chr16,55981520,55981920,45,14,10
chr16,55981979,55982379,15,11,8
chr16,55985413,55985813,16,0,16
chr16,56001363,56001763,19,16,10
chr16,56013021,56013421,50,18,11
chr16,56022359,56022759,31,9,9
chr16,56029579,56029979,221,46,78
chr16,56036425,56036825,21,11,4
chr16,56037565,56037965,145,38,54
chr16,56063027,56063427,23,10,12
chr16,56064386,56064786,91,11,26
chr16,56071301,56071701,58,13,31
chr16,56075559,56075959,75,15,34
chr16,56116150,56116550,126,35,47
chr16,56227654,56228054,66,26,12
chr16,56232050,56232450,20,9,2
chr16,56717290,56717690,361,108,157
chr16,56799331,56799731,34,12,15
chr16,56800432,56800832,21,0,25
chr16,56835843,56836243,38,15,5
chr16,56868282,56868682,30,16,8
chr16,56874105,56874505,15,13,10
chr16,56879790,56880190,15,14,7
chr16,56886080,56886480,146,51,30
chr16,56891620,56892020,25,8,4
chr16,56897389,56897789,37,15,13
chr16,56902092,56902492,52,30,18
chr16,56958450,56958850,51,3,16
chr16,57011181,57011581,26,14,11
chr16,57121303,57121703,352,94,117
chr16,57123430,57123830,3,12,19
chr16,57131533,57131933,38,26,16
chr16,57167125,57167525,123,36,56
chr16,57174491,57174891,61,24,9
chr16,57175629,57176029,23,9,13
chr16,57177289,57177689,24,8,15
chr16,57181191,57181591,24,5,10
chr16,57228846,57229246,36,20,18
chr16,57230430,57230830,15,2,15
chr16,57231392,57231792,299,93,111
chr16,57236038,57236438,28,14,2
chr16,57243258,57243658,172,48,19
chr16,57251741,57252141,79,33,15
chr16,57269676,57270076,35,15,9
chr16,57280597,57280997,86,35,24
chr16,57363102,57363502,47,15,28
chr16,57398524,57398924,39,2,18
chr16,57417037,57417437,47,11,14
chr16,57444505,57444905,14,11,9
chr16,57473491,57473891,311,123,73
chr16,57543262,57543662,58,17,11
chr16,57548994,57549394,72,16,24
chr16,57575847,57576247,39,18,18
chr16,57585608,57586008,21,11,6
chr16,57606520,57606920,98,12,37
chr16,57634171,57634571,20,5,21
chr16,57755114,57755514,21,2,17
chr16,58389360,58389760,17,13,4
chr16,58393019,58393419,50,17,8
chr16,58408149,58408549,488,146,163
chr16,58454445,58454845,24,4,15
chr16,58459911,58460311,16,4,14
chr16,58522971,58523371,130,30,43
chr16,58532373,58532773,74,25,19
chr16,58620905,58621305,19,12,6
chr16,58635741,58636141,98,37,32
chr16,58670107,58670507,228,41,55
chr16,58727731,58728131,234,67,69
chr16,59141064,59141464,21,10,2
chr16,59471722,59472122,156,38,63
chr16,59474836,59475236,23,9,14
chr16,59493322,59493722,40,10,14
chr16,59544016,59544416,36,8,8
chr16,59545395,59545795,124,38,30
chr16,59565597,59565997,30,9,11
chr16,59567737,59568137,41,10,5
chr16,59600890,59601290,83,16,36
chr16,59639055,59639455,138,41,66
chr16,59846620,59847020,16,1,12
chr16,60606260,60606660,83,14,33
chr16,61246403,61246803,29,13,7
chr16,62503567,62503967,22,10,11
chr16,62755282,62755682,41,13,4
chr16,62758278,62758678,77,22,21
chr16,62786597,62786997,174,29,54
chr16,62826102,62826502,13,7,14
chr16,62832489,62832889,40,8,19
chr16,62843180,62843580,14,8,5
chr16,62846903,62847303,267,86,75
chr16,62852845,62853245,19,10,7
chr16,62854159,62854559,69,11,27
chr16,62855352,62855752,18,8,13
chr16,62940541,62940941,24,5,10
chr16,63669394,63669794,124,55,31
chr16,63753058,63753458,37,17,18
chr16,63806624,63807024,44,4,14
chr16,63856943,63857343,77,6,40
chr16,64036370,64036770,19,15,3
chr16,64136109,64136509,43,11,14
chr16,64723693,64724093,22,2,18
chr16,64757622,64758022,24,14,13
chr16,64766940,64767340,37,8,13
chr16,64770751,64771151,174,40,55
chr16,64851667,64852067,513,173,181
chr16,64858276,64858676,14,5,12
chr16,64865802,64866202,51,24,19
chr16,64872241,64872641,16,10,3
chr16,64873621,64874021,44,12,15
chr16,64875895,64876295,22,13,4
chr16,64880877,64881277,80,32,19
chr16,64885227,64885627,239,75,97
chr16,65038018,65038418,52,5,18
chr16,65105519,65105919,36,5,17
chr16,65370957,65371357,17,10,13
chr16,65372688,65373088,20,15,6
chr16,65529476,65529876,54,13,11
chr16,65533377,65533777,23,2,17
chr16,65562519,65562919,130,51,72
chr16,65646736,65647136,86,43,26
chr16,65649012,65649412,107,39,45
chr16,65664734,65665134,39,10,13
chr16,65814885,65815285,252,70,65
chr16,65818702,65819102,26,2,14
chr16,65964266,65964666,27,15,11
chr16,66012629,66013029,25,9,3
chr16,66874278,66874678,23,13,13
chr16,67068983,67069383,64,25,22
chr16,67288524,67288924,18,9,9
chr16,67620767,67621167,153,38,37
chr16,67652507,67652907,40,20,14
chr16,68073417,68073817,73,15,30
chr16,68627948,68628348,19,11,8
chr16,68628526,68628926,18,11,9
chr16,69951728,69952128,67,28,18
chr16,70008886,70009286,44,11,17
chr16,70049266,70049666,26,12,3
chr16,70116450,70116850,18,7,11
chr16,70147567,70147967,16,13,13
chr16,70207760,70208160,17,17,9
chr16,70313834,70314234,181,39,101
chr16,70346703,70347103,24,9,9
chr16,71114299,71114699,61,25,16
chr16,71120759,71121159,22,10,11
chr16,71434799,71435199,99,42,37
chr16,71511349,71511749,36,11,6
chr16,71835345,71835745,59,10,17
chr16,71922667,71923067,12,2,13
chr16,72072100,72072500,20,12,8
chr16,72194337,72194737,41,14,16
chr16,72649321,72649721,20,8,13
chr16,72663121,72663521,169,21,58
chr16,72688375,72688775,28,22,11
chr16,72693432,72693832,61,31,26
chr16,72699931,72700331,15,15,11
chr16,72703461,72703861,27,11,12
chr16,72755620,72756020,36,15,11
chr16,72786006,72786406,33,3,22
chr16,72814287,72814687,41,13,20
chr16,72920094,72920494,21,7,3
chr16,73011306,73011706,41,22,6
chr16,73012885,73013285,23,13,2
chr16,73014570,73014970,11,10,10
chr16,73023997,73024397,16,5,17
chr16,73092861,73093261,16,14,3
chr16,73095191,73095591,12,1,13
chr16,73096659,73097059,251,93,68
chr16,73117378,73117778,31,19,11
chr16,73155480,73155880,21,8,15
chr16,73253348,73253748,46,16,10
chr16,73495587,73495987,85,35,31
chr16,73646960,73647360,22,10,14
chr16,73652014,73652414,89,46,20
chr16,73674416,73674816,48,13,11
chr16,73806725,73807125,19,10,7
chr16,73879308,73879708,15,11,6
chr16,73896826,73897226,49,6,12
chr16,74136166,74136566,42,8,9
chr16,74411459,74411859,60,12,14
chr16,74412898,74413298,24,0,19
chr16,74526574,74526974,22,9,6
chr16,74887650,74888050,19,16,3
chr16,75139197,75139597,34,17,6
chr16,75294318,75294718,50,29,13
chr16,75365388,75365788,24,10,15
chr16,75447087,75447487,22,8,8
chr16,75592670,75593070,98,26,60
chr16,75750155,75750555,26,13,9
chr16,75766720,75767120,258,111,71
chr16,75942271,75942671,50,20,8
chr16,75979349,75979749,49,19,12
chr16,76133840,76134240,21,9,0
chr16,76197134,76197534,22,4,11
chr16,76292138,76292538,15,5,13
chr16,76292778,76293178,26,9,12
chr16,76294016,76294416,29,12,20
chr16,76296486,76296886,32,20,7
chr16,76319732,76320132,101,37,22
chr16,76321601,76322001,132,36,21
chr16,76324850,76325250,22,7,2
chr16,76326074,76326474,18,10,3
chr16,76332153,76332553,25,12,3
chr16,76344708,76345108,27,7,14
chr16,76354267,76354667,34,16,17
chr16,76358372,76358772,12,12,6
chr16,76370017,76370417,18,8,6
chr16,76372901,76373301,222,42,62
chr16,76539650,76540050,19,11,6
chr16,76685577,76685977,19,12,5
chr16,76715613,76716013,22,15,13
chr16,76843782,76844182,17,11,3
chr16,77013403,77013803,130,25,47
chr16,77041580,77041980,16,9,15
chr16,77368601,77369001,29,10,6
chr16,77400514,77400914,137,25,37
chr16,77644336,77644736,28,14,11
chr16,78198627,78199027,43,19,16
chr16,78216818,78217218,16,10,4
chr16,78236794,78237194,15,10,4
chr16,78238378,78238778,56,24,12
chr16,78265171,78265571,245,89,61
chr16,78275012,78275412,36,16,14
chr16,78301478,78301878,206,40,61
chr16,78302786,78303186,38,10,16
chr16,78309164,78309564,21,14,12
chr16,78316861,78317261,29,3,17
chr16,78376667,78377067,157,55,84
chr16,78456351,78456751,133,37,32
chr16,78490208,78490608,75,29,38
chr16,78517100,78517500,21,4,11
chr16,78576559,78576959,219,19,63
chr16,78577019,78577419,20,5,14
chr16,78588802,78589202,21,17,8
chr16,78827766,78828166,89,20,23
chr16,78846024,78846424,93,23,37
chr16,79661422,79661822,26,4,19
chr16,79991643,79992043,12,7,7
chr16,80194807,80195207,12,9,3
chr16,80503258,80503658,49,26,20
chr16,81036579,81036979,15,11,9
chr16,81200587,81200987,64,11,30
chr16,81223760,81224160,40,20,10
chr16,81481003,81481403,141,33,35
chr16,81972607,81973007,16,11,4
chr16,82596464,82596864,47,9,25
chr16,83537781,83538181,59,26,16
chr16,83579145,83579545,96,37,29
chr16,83905509,83905909,76,30,23
chr16,84045343,84045743,48,32,15
chr16,84462205,84462605,54,16,11
chr16,84527356,84527756,13,4,11
chr16,84568946,84569346,24,2,14
chr16,84583360,84583760,25,9,4
chr16,84627035,84627435,19,10,8
chr16,84703088,84703488,50,4,10
chr16,84735133,84735533,233,54,71
chr16,84737266,84737666,30,12,15
chr16,84769211,84769611,431,136,114
chr16,84772508,84772908,112,27,34
chr16,84774048,84774448,340,89,106
chr16,84776160,84776560,104,43,29
chr16,84779508,84779908,318,156,100
chr16,84781770,84782170,10,13,15
chr16,84783141,84783541,11,13,16
chr16,84785014,84785414,33,19,9
chr16,84786456,84786856,12,7,14
chr16,84793369,84793769,126,40,32
chr16,84794650,84795050,22,11,13
chr16,84799437,84799837,19,3,12
chr16,84802165,84802565,25,10,2
chr16,84810210,84810610,19,9,13
chr16,84812110,84812510,11,13,16
chr16,84817476,84817876,18,10,20
chr16,84820175,84820575,20,14,7
chr16,84823853,84824253,18,18,17
chr16,84825000,84825400,73,37,19
chr16,84834760,84835160,324,100,75
chr16,84837161,84837561,16,6,21
chr16,84838579,84838979,51,23,12
chr16,84850822,84851222,32,15,5
chr16,84879213,84879613,33,10,37
chr16,84879984,84880384,28,12,16
chr16,84943194,84943594,31,14,15
chr16,84955416,84955816,60,7,22
chr16,85079901,85080301,25,6,17
chr16,85151643,85152043,44,15,12
chr16,85160129,85160529,34,8,10
chr16,85173509,85173909,168,15,70
chr16,85180693,85181093,36,16,17
chr16,85207319,85207719,22,13,4
chr16,85367788,85368188,28,7,7
chr16,85449049,85449449,104,53,15
chr16,85800979,85801379,41,16,22
chr16,85803000,85803400,65,14,27
chr16,85899494,85899894,34,5,22
chr16,85900862,85901262,40,4,27
chr16,86094434,86094834,40,15,20
chr16,86136142,86136542,53,7,20
chr16,86142550,86142950,20,6,16
chr16,86187611,86188011,71,23,16
chr16,86378022,86378422,26,14,6
chr16,86991500,86991900,25,15,8
chr16,87207917,87208317,50,20,12
chr16,87246601,87247001,56,13,36
chr16,87354266,87354666,278,51,74
chr16,87404997,87405397,80,20,18
chr16,87423757,87424157,22,13,15
chr16,87432431,87432831,280,76,70
chr16,87435353,87435753,85,18,47
chr16,87440181,87440581,173,41,55
chr16,87454792,87455192,143,14,52
chr16,87482272,87482672,20,12,14
chr16,87487630,87488030,28,17,9
chr16,87494129,87494529,17,6,20
chr16,87495722,87496122,196,45,73
chr16,87501686,87502086,42,20,15
chr16,87536318,87536718,48,10,12
chr16,87548340,87548740,17,2,13
chr16,87578916,87579316,32,8,12
chr16,87597502,87597902,39,14,8
chr16,87603979,87604379,30,9,12
chr16,87617265,87617665,25,2,14
chr16,87625750,87626150,134,40,37
chr16,87665367,87665767,41,17,5
chr16,87678613,87679013,10,9,13
chr16,87689343,87689743,41,12,2
chr16,87691075,87691475,160,36,33
chr16,87698673,87699073,297,105,107
chr16,87713014,87713414,45,17,24
chr16,87720895,87721295,40,10,6
chr16,87725890,87726290,43,1,14
chr16,87735915,87736315,25,6,10
chr16,87738273,87738673,19,6,12
chr16,87738870,87739270,32,7,17
chr16,87746724,87747124,30,14,13
chr16,87784580,87784980,37,8,10
chr16,87840981,87841381,20,2,20
chr16,88225860,88226260,19,8,4
chr16,88289156,88289556,17,11,10
chr16,88720069,88720469,165,62,35
chr16,88731065,88731465,15,11,1
chr16,89747749,89748149,39,24,9
chr16,89773901,89774301,89,8,37
chr16,89816809,89817209,29,14,1
chr16,89818492,89818892,69,11,10
chr16,89844534,89844934,24,11,5
chr16,89863180,89863580,193,61,44
chr16,89865948,89866348,14,8,11
chr16,89867222,89867622,47,10,9
chr16,89884491,89884891,22,10,12
chr16,89918707,89919107,29,4,14
chr16,89921645,89922045,20,6,14
chr16,89922512,89922912,38,11,14
chr16,89940771,89941171,35,22,13
chr16,89941487,89941887,36,14,3
chr16,89945416,89945816,36,13,11
chr16,89952589,89952989,21,16,8
chr16,89972026,89972426,23,11,2
chr16,89979253,89979653,22,14,2
chr16,89986694,89987094,15,8,17
chr16,89990271,89990671,67,12,13
chr16,90011759,90012159,21,11,2
chr16,90030384,90030784,37,12,10
chr16,90119992,90120392,24,4,12
chr16,90132932,90133332,71,18,15
chr16,90137320,90137720,20,4,17
chr16,90138849,90139249,26,17,10
chr16,90139700,90140100,43,13,19
chr16,90143692,90144092,441,125,130
chr16,90150345,90150745,76,18,15
chr16,90153456,90153856,36,15,5
chr16,90165478,90165878,122,62,33
chr16,90167736,90168136,32,5,13
chr16,90186041,90186441,115,29,45
chr16,90197556,90197956,206,17,42
chr16,90214693,90215093,22,2,14
chr16,90220450,90220850,254,76,121
chr16,90233748,90234148,24,1,14
chr16,90275284,90275684,32,20,5
chr16,90278036,90278436,30,12,9
chr16,90284330,90284730,346,74,108
chr16,90291681,90292081,18,1,11
chr16,90298024,90298424,76,21,12
chr16,90299726,90300126,143,37,31
chr16,90301764,90302164,49,21,13
chr16,90305626,90306026,18,10,10
chr16,90309819,90310219,222,68,48
chr16,90312442,90312842,25,13,17
chr16,90322946,90323346,67,4,13
chr16,90379931,90380331,51,2,14
chr16,90381684,90382084,35,9,24
chr16,90386045,90386445,163,10,43
chr16,90409894,90410294,20,18,15
chr16,90416737,90417137,44,8,7
chr16,90425814,90426214,17,13,5
chr16,90433604,90434004,19,14,12
chr16,90437229,90437629,288,102,76
chr16,90440729,90441129,62,9,20
chr16,90475690,90476090,58,11,7
chr16,90521892,90522292,86,19,20
chr16,90624261,90624661,17,2,16
chr16,90701484,90701884,45,10,20
chr16,90724030,90724430,68,13,17
chr16,90727219,90727619,145,36,68
chr16,90777072,90777472,21,7,10
chr16,90810304,90810704,183,41,96
chr16,90823998,90824398,33,10,8
chr16,90825119,90825519,28,13,5
chr16,90830932,90831332,108,20,41
chr16,90849255,90849655,52,19,19
chr16,90856818,90857218,34,16,3
chr16,90860361,90860761,86,46,16
chr16,90878406,90878806,92,17,20
chr16,90893545,90893945,14,10,4
chr16,90902910,90903310,139,30,33
chr16,90910010,90910410,15,4,13
chr16,90924612,90925012,65,9,20
chr16,90934735,90935135,276,36,49
chr16,91011037,91011437,256,29,45
chr16,91029261,91029661,39,13,8
chr16,91044356,91044756,241,43,74
chr16,91045531,91045931,62,5,13
chr16,91072244,91072644,31,16,11
chr16,91107578,91107978,30,9,7
chr16,91166875,91167275,17,7,2
chr16,91180973,91181373,47,22,9
chr16,91192774,91193174,24,8,3
chr16,91199898,91200298,82,14,18
chr16,91225303,91225703,88,17,14
chr16,91269507,91269907,165,32,24
chr16,91334519,91334919,94,18,10
chr16,91372617,91373017,107,21,8
chr16,91379026,91379426,55,15,9
chr16,91432925,91433325,32,12,7
chr16,91464727,91465127,221,45,47
chr16,91475736,91476136,30,10,8
chr16,91480396,91480796,102,48,19
chr16,91484861,91485261,229,64,75
chr16,91496220,91496620,37,11,24
chr16,91548712,91549112,23,8,13
chr16,91552022,91552422,18,14,15
chr16,91561873,91562273,31,10,7
chr16,91564925,91565325,113,31,31
chr16,91587993,91588393,115,39,21
chr16,91597610,91598010,349,57,73
chr16,91618819,91619219,92,9,18
chr16,91630592,91630992,89,29,12
chr16,91645749,91646149,15,11,20
chr16,91647349,91647749,170,33,60
chr16,91661387,91661787,64,17,17
chr16,91688647,91689047,209,36,46
chr16,91694654,91695054,81,9,13
chr16,91724235,91724635,64,5,18
chr16,91727365,91727765,14,11,6
chr16,91728748,91729148,314,140,115
chr16,91736431,91736831,63,16,14
chr16,91740960,91741360,29,11,4
chr16,91765136,91765536,38,23,3
chr16,91811944,91812344,28,17,8
chr16,91837159,91837559,93,16,14
chr16,91839516,91839916,16,2,13
chr16,91846285,91846685,16,12,4
chr16,91884218,91884618,80,18,14
chr16,91885448,91885848,44,3,19
chr16,91903729,91904129,33,16,16
chr16,91905462,91905862,92,15,22
chr16,91917822,91918222,75,10,23
chr16,91919080,91919480,35,4,11
chr16,91931429,91931829,149,25,34
chr16,91935130,91935530,83,24,23
chr16,91936311,91936711,39,10,12
chr16,91947163,91947563,32,9,11
chr16,92008153,92008553,27,8,11
chr16,92019453,92019853,32,9,4
chr16,92058033,92058433,176,44,57
chr16,92103772,92104172,180,69,39
chr16,92105864,92106264,32,14,8
chr16,92118942,92119342,54,17,16
chr16,92121077,92121477,83,22,14
chr16,92127182,92127582,62,9,8
chr16,92158466,92158866,83,12,8
chr16,92179227,92179627,30,7,8
chr16,92184171,92184571,22,9,5
chr16,92214024,92214424,21,11,7
chr16,92286725,92287125,28,2,17
chr16,92301020,92301420,127,25,27
chr16,92314256,92314656,42,6,12
chr16,92319730,92320130,46,7,12
chr16,92336340,92336740,61,1,13
chr16,92340819,92341219,92,24,13
chr16,92348855,92349255,22,9,5
chr16,92369206,92369606,30,8,7
chr16,92399999,92400399,221,26,42
chr16,92420641,92421041,27,9,5
chr16,92423609,92424009,50,7,11
chr16,92426149,92426549,70,20,14
chr16,92439815,92440215,28,9,3
chr16,92452577,92452977,51,11,19
chr16,92457688,92458088,51,17,22
chr16,92461545,92461945,35,6,19
chr16,92466095,92466495,248,50,78
chr16,92468454,92468854,250,56,70
chr16,92470725,92471125,38,23,18
chr16,92475120,92475520,127,28,35
chr16,92508143,92508543,52,30,7
chr16,92514677,92515077,65,12,28
chr16,92565995,92566395,54,10,29
chr16,92571181,92571581,108,31,26
chr16,92605658,92606058,68,8,23
chr16,92663461,92663861,28,11,0
chr16,92685743,92686143,106,34,19
chr16,92697214,92697614,221,49,57
chr16,92778532,92778932,56,15,10
chr16,92828160,92828560,24,8,7
chr16,92903983,92904383,26,14,2
chr16,92920510,92920910,18,7,3
chr16,92995222,92995622,28,7,2
chr16,93041445,93041845,53,26,15
chr16,93047554,93047954,96,23,21
chr16,93476844,93477244,47,14,6
chr16,93499701,93500101,67,9,10
chr16,93543703,93544103,29,8,7
chr16,93549318,93549718,128,23,25
chr16,93586447,93586847,52,5,25
chr16,93590872,93591272,72,16,14
chr16,93603734,93604134,177,22,28
chr16,93607717,93608117,34,13,17
chr16,93669536,93669936,24,11,8
chr16,93682546,93682946,101,24,29
chr16,93685834,93686234,39,2,13
chr16,93711577,93711977,373,160,202
chr16,93714412,93714812,40,16,18
chr16,93717394,93717794,73,12,16
chr16,93754792,93755192,15,12,6
chr16,93769877,93770277,30,2,12
chr16,93780587,93780987,26,8,9
chr16,93785774,93786174,69,4,13
chr16,93790686,93791086,24,3,15
chr16,93793295,93793695,25,5,12
chr16,93794843,93795243,307,66,68
chr16,93800000,93800400,35,15,16
chr16,93807857,93808257,101,23,37
chr16,93816687,93817087,212,64,46
chr16,93823161,93823561,40,10,10
chr16,93824852,93825252,25,5,16
chr16,93826405,93826805,209,61,40
chr16,93829996,93830396,36,2,11
chr16,93830978,93831378,12,6,16
chr16,93831975,93832375,249,73,102
chr16,93852248,93852648,52,11,10
chr16,93883634,93884034,343,82,151
chr16,93890931,93891331,48,12,11
chr16,93902954,93903354,41,9,23
chr16,93906241,93906641,81,20,36
chr16,93907731,93908131,36,11,9
chr16,93918182,93918582,44,15,22
chr16,93973651,93974051,45,7,13
chr16,93975410,93975810,64,14,16
chr16,93979304,93979704,59,6,31
chr16,94001383,94001783,93,22,17
chr16,94003441,94003841,54,5,11
chr16,94006751,94007151,62,22,21
chr16,94010599,94010999,57,27,27
chr16,94013684,94014084,70,19,18
chr16,94019709,94020109,50,2,12
chr16,94064135,94064535,76,10,26
chr16,94066099,94066499,194,59,49
chr16,94069061,94069461,49,10,18
chr16,94075554,94075954,43,11,13
chr16,94085096,94085496,70,15,16
chr16,94086896,94087296,25,3,13
chr16,94098079,94098479,117,25,22
chr16,94162209,94162609,35,9,11
chr16,94169083,94169483,43,14,17
chr16,94170238,94170638,173,34,40
chr16,94179234,94179634,24,9,5
chr16,94269606,94270006,27,15,4
chr16,94290135,94290535,153,34,37
chr16,94302566,94302966,83,19,27
chr16,94313256,94313656,259,31,77
chr16,94316554,94316954,56,16,18
chr16,94328236,94328636,59,6,17
chr16,94331808,94332208,48,11,15
chr16,94370987,94371387,251,45,67
chr16,94449122,94449522,23,9,4
chr16,94469806,94470206,24,9,0
chr16,94524779,94525179,20,16,10
chr16,94526684,94527084,359,107,128
chr16,94536385,94536785,12,9,9
chr16,94537200,94537600,53,20,14
chr16,94542884,94543284,87,30,26
chr16,94551888,94552288,146,39,61
chr16,94553489,94553889,36,12,14
chr16,94569348,94569748,323,42,84
chr16,94570662,94571062,64,3,23
chr16,94571324,94571724,11,12,11
chr16,94578964,94579364,17,8,13
chr16,94580905,94581305,20,9,5
chr16,94601013,94601413,40,14,9
chr16,94601659,94602059,172,40,40
chr16,94606156,94606556,26,15,10
chr16,94617643,94618043,16,11,7
chr16,94618452,94618852,48,20,16
chr16,94631944,94632344,47,13,7
chr16,94641749,94642149,18,10,7
chr16,94680888,94681288,15,11,10
chr16,94713679,94714079,136,9,14
chr16,94722880,94723280,25,0,16
chr16,94724099,94724499,192,19,24
chr16,94729254,94729654,27,8,9
chr16,94736436,94736836,81,11,9
chr16,94743749,94744149,102,29,24
chr16,94760403,94760803,39,15,20
chr16,94765138,94765538,69,22,14
chr16,94783697,94784097,58,14,15
chr16,94788150,94788550,31,8,21
chr16,94789976,94790376,44,6,19
chr16,94809354,94809754,66,15,22
chr16,94828228,94828628,80,8,18
chr16,94836195,94836595,162,46,35
chr16,94855976,94856376,159,65,48
chr16,94866546,94866946,54,9,20
chr16,94997459,94997859,53,13,18
chr16,95173682,95174082,16,9,5
chr16,95341390,95341790,59,16,21
chr16,95585456,95585856,94,11,19
chr16,95600933,95601333,20,12,6
chr16,95605352,95605752,25,7,13
chr16,95623075,95623475,26,11,11
chr16,95624381,95624781,100,43,15
chr16,95647918,95648318,59,0,24
chr16,95656519,95656919,44,11,23
chr16,95702111,95702511,231,38,43
chr16,95736051,95736451,39,12,31
chr16,95764089,95764489,34,2,18
chr16,95767280,95767680,307,95,85
chr16,95769200,95769600,33,14,13
chr16,95820016,95820416,34,1,13
chr16,95899650,95900050,31,15,3
chr16,95917102,95917502,19,7,15
chr16,95917958,95918358,94,30,26
chr16,95943201,95943601,39,11,23
chr16,95945442,95945842,46,2,23
chr16,95951422,95951822,41,4,13
chr16,95953198,95953598,91,19,24
chr16,95956626,95957026,29,3,10
chr16,95958131,95958531,27,11,14
chr16,95961334,95961734,280,107,64
chr16,95983644,95984044,44,10,15
chr16,95990775,95991175,164,37,117
chr16,96025221,96025621,13,9,6
chr16,96030680,96031080,21,10,5
chr16,96044102,96044502,59,22,20
chr16,96063989,96064389,15,12,8
chr16,96079513,96079913,18,9,11
chr16,96083092,96083492,293,95,66
chr16,96091873,96092273,30,10,10
chr16,96097798,96098198,54,23,16
chr16,96103013,96103413,33,12,20
chr16,96114843,96115243,21,7,14
chr16,96127740,96128140,568,118,172
chr16,96135744,96136144,129,22,46
chr16,96145154,96145554,319,94,135
chr16,96151578,96151978,71,3,12
chr16,96159329,96159729,81,17,17
chr16,96192078,96192478,159,43,60
chr16,96200232,96200632,79,17,19
chr16,96209265,96209665,30,7,11
chr16,96236720,96237120,24,4,13
chr16,96353937,96354337,67,11,4
chr16,96357973,96358373,48,8,12
chr16,96759133,96759533,19,8,15
chr16,96819700,96820100,44,9,11
chr16,96845501,96845901,44,12,8
chr16,96882496,96882896,21,8,4
chr16,97101737,97102137,22,17,8
chr16,97166078,97166478,103,18,24
chr16,97170486,97170886,67,10,11
chr16,97194935,97195335,14,10,4
chr16,97234323,97234723,28,12,13
chr16,97235851,97236251,84,14,20
chr16,97253235,97253635,39,10,16
chr16,97292631,97293031,48,15,12
chr16,97293191,97293591,32,7,14
chr16,97310360,97310760,16,10,8
chr16,97311538,97311938,19,7,10
chr16,97312922,97313322,35,3,19
chr16,97315301,97315701,58,12,8
